Keyword,Title,Link,Location,Date,Icon
,"March 22-23, 2019 9U-12U",Public/Results/Tournament.aspx?IDTournament=h201901031608171830a34722d0fdb42,"Taylorsville, NC","Mar 22 - 23, 2019",
,Baseball  St. Paddy's  March 15-17 (4GG),Public/Results/Tournament.aspx?IDTournament=h20190110205148025737dff465d4344,"Del City, OK","Mar 15 - 17, 2019",
,3rd Annual #EARNIT Tournament,Public/Results/Tournament.aspx?IDTournament=h20190409013102687c2d1d7a2578f40,"Enumclaw, WA • Gig Harbor, WA • Kent, WA • Lakewood, WA • Olympia, WA • Puyallup, WA • Tacoma, WA • University Place, WA","Apr 13 - 14, 2019",
,4/20 (1 DAY),Public/Results/Tournament.aspx?IDTournament=h20190117003108115ee0e467ebbe84c,"Katy, TX","Apr 20, 2019",
,Spring PGBA Premier 2019,Public/Results/Tournament.aspx?IDTournament=h20190326231426986d10d4f3a8bac43,"Antioch, CA • San Jose, CA • Stockton, CA • Sunnyvale, CA • Woodland, CA","Apr 6 - 7, 2019",
,Charter Oak Boltz 11u Baseball Tournament,Public/Results/Tournament.aspx?IDTournament=h2019033119582722179d52582e82f48,"Covina, CA","Apr 20, 2019",
,Spring Breakout,Public/Results/Tournament.aspx?IDTournament=h20190117181403754e9d67a6c6db340,"Marietta, GA","Mar 30 - 31, 2019",
,2019 Spring Classic,Public/Results/Tournament.aspx?IDTournament=h2019012819282452840ae4f93c08049,"Mesa, Az","Mar 22 - 24, 2019",
,Fiesta Fun Tournament,Public/Results/Tournament.aspx?IDTournament=h2019021221331565372b8fb5d16304e,"San Antonio, TX","Apr 27 - 28, 2019",
,Best of the Best Blast Qualfier 2,Public/Results/Tournament.aspx?IDTournament=h2018111416405646696ca490062724d,"old hickory, TN","Mar 30 - 31, 2019",
,4/6 - 4/7 @ KATY,Public/Results/Tournament.aspx?IDTournament=h201901170029477431b35df8a860f41,"Katy, TX","Apr 6 - 7, 2019",
,MT Swing Into Spring 2019,Public/Results/Tournament.aspx?IDTournament=h2019033114483569318348996c1db4d,"York, PA","Apr 13 - 14, 2019",
,4th Annual Indoor Turf Wars,Public/Results/Tournament.aspx?IDTournament=h201901020138215222e5afb74c79346,"Centralia, WA","Feb 8 - 10, 2019",
, Choccolocco April Bash,Public/Results/Tournament.aspx?IDTournament=h20190210220256289876f63f64cc944,"Oxford, AL","Apr 5 - 6, 2019",
,2/16 - 2/17 @ SCRAP YARD,Public/Results/Tournament.aspx?IDTournament=h20190115144858375ba8fc641ae274c,"Conroe, TX","Feb 16 - 17, 2019",
,TSB STARS & SPIKES,Public/Results/Tournament.aspx?IDTournament=h201902111709261735311e970016348,"Waxahachie, TX • waxahahcie, TX","Apr 6 - 7, 2019",
,12U Mill City Spring Fling,Public/Results/Tournament.aspx?IDTournament=h201903272025367204b7fdf2d51ce44,"Chelmsford, MA • Tyngsboro, MA","Apr 13 - 14, 2019",
,Best of the Best Qualifier Blast 3,Public/Results/Tournament.aspx?IDTournament=h201811141601167842f44a69ee75f4b,"kingsport, TN","Apr 27 - 28, 2019",
,Swinging for Rings,Public/Results/Tournament.aspx?IDTournament=h20181227045800483d2333587322b4c,"Moore, OK","Mar 29 - 31, 2019",
,Ohio Spring Swing (Global World Series Qualifier),Public/Results/Tournament.aspx?IDTournament=h20180805184421946f1d720991d9d4d,"Cincinnati, OH • Cincinnati, Ohio • Hamilton, OH • Hebron, KY","Apr 27 - 28, 2019",
,2/24 1 Day Tournament,Public/Results/Tournament.aspx?IDTournament=h20190223150228871d829aafd943844,"Camarillo, CA • Simi Valley, CA","Feb 24, 2019",
,Turf Wars-March Madness,Public/Results/Tournament.aspx?IDTournament=h20181005042109938902e0a9befc445,"Happy Valley, OR","Mar 16 - 17, 2019",
,Copy of  XDS Nor Cal Spring Shootout- King of Kings,Public/Results/Tournament.aspx?IDTournament=h201904101450065299336f75e8b5b4a,"Handford, CA • Lemoore, CA","Apr 13 - 14, 2019",
,BPA REC TEAM STATE TOURNEY,Public/Results/Tournament.aspx?IDTournament=h20190123165408196b3bc4ef498e04d,"Boaz, AL • Centre, AL • Fort Payne, AL • Gadsden, AL • Rainbow City, AL • Rainsville, AL • Scottsboro, AL","Apr 22 - 27, 2019",
,2019 Perfect Game Mother's Day Battle - Hoover/Pelham,Public/Results/Tournament.aspx?IDTournament=h201806261237151894698f4b0b9f743,"Chelsea, AL • Hoover, AL • Pelham, AL","May 10 - 11, 2019",
,Spring Championships 2,Public/Results/Tournament.aspx?IDTournament=h20190209134252054fb20d9b5fd0d44,"Fountain Hills, AZ • Gilbert, AZ • Mesa, AZ • Phoenix, AZ • Queen Creek, AZ • Scottsdale, AZ • Tempe, AZ","Mar 14 - 17, 2019",
,2019 South Jersey Warriors Spring Fling Tournament,Public/Results/Tournament.aspx?IDTournament=h20190415130742171940f0a884c0543,"LOGAN TOWNSHIP, NJ • Swedesboro, Nj","Apr 26 - 28, 2019",
,March 18th & 19th (HS - Freshman Class),Public/Results/Tournament.aspx?IDTournament=h20190206212633849edb37dd3dd6d4e,"Parker, CO","Mar 18 - 19, 2019",
,BPA Sat Only Spring Break Boaz 7U - Ft. Payne 8U-9U-10U,Public/Results/Tournament.aspx?IDTournament=h20190123162545560ef5f955a537f47,"Boaz, AL • Fort Payne, AL","Mar 23, 2019",
,3/16 - 3/17 @ KATY 4GG,Public/Results/Tournament.aspx?IDTournament=h2019011700211928415f2e4ed38ce42,"Katy, TX","Mar 16 - 17, 2019",
,"Rookies ""Triple Play"" Opening Day!",Public/Results/Tournament.aspx?IDTournament=h201809071709281494d132cbd2fc94c,"Gilberts, IL","Mar 29 - 31, 2019",
,Spring Fever,Public/Results/Tournament.aspx?IDTournament=h2018122705074266357bf9096905549,"Moore, OK","Apr 5 - 7, 2019",
,Champions St. Patrick's Challenge,Public/Results/Tournament.aspx?IDTournament=h201811191858267771a2b64ac9fb943,,"Mar 16 - 17, 2019",
,Posted 9:56am.  Cancelled Diamond Cup Qualifier Madison ,Public/Results/Tournament.aspx?IDTournament=h201901311641092642c21f58c59dc4e,"madison, AL","Apr 13, 2019",
,"(Sat Only) 2X PTS Diamond Cup Qualifier Boaz (9U, 10U, 13U, 14U) - Ft. Payne (12U) - Rainbow City (11U)",Public/Results/Tournament.aspx?IDTournament=h20190123174726526f8676899304940,"Boaz, AL • Fort Payne, AL • Rainbow City, AL","May 4, 2019",
,TbS Invitational,Public/Results/Tournament.aspx?IDTournament=h201904091257557566264c4bc6f8744,"Emerson, GA","Apr 13 - 14, 2019",
,(Sat Only)2X  TN River Region Qualifier Madison 7U-8U-11U,Public/Results/Tournament.aspx?IDTournament=h2019012221130307057c0a03f4aee49,"madison, AL","Apr 27, 2019",
, BCM Sports Spring PreSeason League - 2019,Public/Results/Tournament.aspx?IDTournament=h20190320201239228593b159a8c2344,"Harrah, OK • Jones, OK • Luther, OK • Midwest City, OK • MWC, OK • Oklahoma City, OK","Apr 1 - 17, 2019",
,GSSA 2nd Annual FL Playmakers on the Diamond,Public/Results/Tournament.aspx?IDTournament=h20181023193857142f5d3610786494a,"Pace, FL","Apr 6 - 7, 2019",
,Georgia Super 25,Public/Results/Tournament.aspx?IDTournament=h20181114175726115eeb00ab243f444,"dalton, GA","Apr 6 - 7, 2019",
,Easter One day @ Diamond Point Sports Complex,Public/Results/Tournament.aspx?IDTournament=h20180718224225236b8a23ec964f74f,"Bourbonnais, IL","Apr 20, 2019",
,Battle of the Borders,Public/Results/Tournament.aspx?IDTournament=h201904182145008256d14d49062bc4a,"Bettendorf, IA","Apr 26 - 28, 2019",
,Maple Madness Sponsored by Keep Swinging Stix Wood Bat Co.,Public/Results/Tournament.aspx?IDTournament=h20190429235122107b5614e58f18942,"Salem, WI","May 4 - 5, 2019",
,(Sat ONLY) 2X North Alabama Match UP  Vinemont 9U-10U-12U,Public/Results/Tournament.aspx?IDTournament=h201901231937313879125ffbd169840,"Vinemont, AL","May 4, 2019",
,2019 Stars & Stripes Freedom Tournament,Public/Results/Tournament.aspx?IDTournament=h201805230413230336d738f23daff43,"Marysville, OH","May 9 - 12, 2019",
,March 9-10: 12U AA/AAA,Public/Results/Tournament.aspx?IDTournament=h20190206205104584a2252540cf8042,"Parker, CO","Mar 9 - 10, 2019",
,Northville Early Bird 2019,Public/Results/Tournament.aspx?IDTournament=h20190224164217668a84ecdcaa6184c,"Northville, MI","May 10 - 12, 2019",
,10U Battle at the Big Chief,Public/Results/Tournament.aspx?IDTournament=h201901142332525475b717458e21f42,"Canton, GA • Woodstock, GA","Mar 22 - 24, 2019",
,Adult League Session 3 Spring (Men's),Public/Results/Tournament.aspx?IDTournament=h2018082216381798582e785238c4346,,"Apr 1 - May 27, 2019",
,Spring Thurs Co-Ed Soccer,Public/Results/Tournament.aspx?IDTournament=h20190131212752690428efe67e04447,"Nashville, TN","Apr 4 - Jun 6, 2019",
,2019 Good Friday 3v3 Tournament,Public/Results/Tournament.aspx?IDTournament=h20190415164532201ebb5d6742be948,"Manheim, PA","Apr 19, 2019",
,Adult League Session 2 Winter (Men's),Public/Results/Tournament.aspx?IDTournament=h2018082216140783593e97d1aee0f4e,,"Jan 7 - Mar 18, 2019",
,ISL Rec CENTRAL -- Spring 2019,Public/Results/Tournament.aspx?IDTournament=h20181219191833745bdf95272a9b040,"Adel, IA • Alleman, IA • Altoona, IA • Ames, IA • Ankeny, IA • Bondurant, IA • Boone, IA • Carlisle, IA • Colfax, IA • Colo, IA • Creston, IA • Des Moines, IA • Earlham, IA • Fort Dodge, IA • Gilbert, IA • Grimes, IA • Grinnell, IA • Huxley, IA • Indianola, IA • Iowa Falls, IA • Johnston, IA • Knoxville, IA • Madrid, IA • Marshalltown, IA • Maxwell, IA • Nevada, IA • Newton, IA • Norwalk, IA • Oskaloosa, IA • Ottumwa, IA • Panora, IA • Pella, IA • Perry, IA • Pleasant Hill, IA • Polk City, IA • Prairie City, IA • Slater, IA • Stuart, IA • Urbandale, IA • Van Meter, IA • Waukee, IA • Webster City, IA • West Des Moines, IA • Windsor Heights, IA • Winterset, IA • Zearing, IA","Apr 6 - Jun 9, 2019",
,Spring Tues Men's Soccer,Public/Results/Tournament.aspx?IDTournament=h20190131211726967bf48365e01914b,"Nashville, TN","Apr 2 - Jun 4, 2019",
,MSYS Winter Indoor Soccer League,Public/Results/Tournament.aspx?IDTournament=h20181109213947190a3e5c69c41134b,"Nashville, TN","Jan 5 - Mar 2, 2019",
,"Weston, FL ""Weston Blast""",Public/Results/Tournament.aspx?IDTournament=h201812071520590347c276578f8484b,"Weston, FL","Mar 17, 2019",
,Newton Coed 6v6 Without Boards,Public/Results/Tournament.aspx?IDTournament=h20181219230441510bb409c09d65c41,"Newton Centre, MA","Dec 17, 2018 - Mar 25, 2019",
,Academy East -- Spring 2019,Public/Results/Tournament.aspx?IDTournament=h20181219170126914c279ed6a36d348,"Bettendorf, IA • Dubuque, IA • Iowa City, IA • Marion, IA","Mar 30 - Jun 2, 2019",
,Futsal Tournament Series - Lou Ramos Center,Public/Results/Tournament.aspx?IDTournament=h201807191226480956970083cd0f442,"Allentown, PA","Feb 3, 2019",
,SFP Spring Kickoff,Public/Results/Tournament.aspx?IDTournament=h201902051545253244e64fc333a0942,"Sandusky, OH","Apr 13 - 14, 2019",
,Futsal League Session 1 Winter (COED),Public/Results/Tournament.aspx?IDTournament=h20180822163530626436ca04ec3e44a,,"Jan 4 - Mar 15, 2019",
, Futsal League Session 2 Spring (COED),Public/Results/Tournament.aspx?IDTournament=h20180822164958833c0e3426ecfc64c,,"Apr 5 - May 24, 2019",
,2019 Winter Finale Futsal Tournament,Public/Results/Tournament.aspx?IDTournament=h20190227172702190e14989574fbb47,"Manheim, PA","Mar 3, 2019",
,Altoona Soccer Club Spring 2019,Public/Results/Tournament.aspx?IDTournament=h2019021416513084191f3abd3cb9c45,"altoona, IA • Bondurant, IA • carlisle, IA • Colfax, ia • Des Moines, IA • Grinnell, IA • Knoxville, IA • Newton, IA • Pella, IA • Pleasant Hill, IA • Polk City, IA • PRAIRIE CITY, IA","Apr 6 - Jun 2, 2019",
," ISL STATE LEAGUE, Spring 2019",Public/Results/Tournament.aspx?IDTournament=h20181219181709778a916fc27693649,"Adel, IA • Alleman, IA • Altoona, IA • Ames, IA • Ankeny, IA • Bettendorf, IA • Bondurant, IA • Burlington, IA • Cedar Rapids, IA • Colo, IA • Council BluffS, IA • Davenport, IA • Denver, IA • Des Moines, IA • Dubuque, IA • Grimes, IA • Grinnell, IA • Indianola, IA • Iowa City, IA • Johnston, IA • Marion, IA • Marshalltown, IA • Muscatine, IA • Nevada, IA • Newton, IA • Norwalk, IA • Oskaloosa, IA • Ottumwa, IA • Pella, IA • Pleasant Hill, IA • Polk City, IA • S. Sioux City, NE • Sioux City, IA • South Sioux City, NE • Urbandale, IA • Waterloo, IA • Waukee, IA • Waverly, IA • West Des Moines, IA • Winterset, IA","Mar 30 - Jun 2, 2019",
,Lanco 2019 Winter 2 Men's Open Soccer League,Public/Results/Tournament.aspx?IDTournament=h2019011418075613175a5f0a47cc540,"East Petersburg, PA","Jan 20 - Mar 31, 2019",
,ADC Winter 1 Men's League,Public/Results/Tournament.aspx?IDTournament=h201811291915254387efbfdcb49984e,"Spanish Fork, UT","Nov 27, 2018 - Mar 15, 2019",
,2019 Spring Lanco Coed Soccer,Public/Results/Tournament.aspx?IDTournament=h20190408140044001ec986dff4e524b,"East Petersburg, PA","Apr 15 - Jun 17, 2019",
,2019 Ohio International Spring Cup,Public/Results/Tournament.aspx?IDTournament=h201902201559400212d59076c91a048,"Columbus, OH","Apr 18 - 21, 2019",
,"Ft. Walton Beach, FL",Public/Results/Tournament.aspx?IDTournament=h20190111232158849b35da27cb80947,"Ft. Walton Beach, FL","Mar 23, 2019",
,2019 Spring Lanco Women's 40+ Soccer,Public/Results/Tournament.aspx?IDTournament=h201904031559045181b07e8aa30b84d,"East Petersburg, PA","Apr 10 - Jun 5, 2019",
, ER Camp Jordan Indoor Soccer 2018-2019,Public/Results/Tournament.aspx?IDTournament=h20181011214414233592e5c83209648,"East Ridge, Tn","Nov 29, 2018 - Feb 23, 2019",
,"Santa Maria, CA",Public/Results/Tournament.aspx?IDTournament=h20190213192839304702191656a814c,,"Apr 13, 2019",
,2019 Youth Futsal League,Public/Results/Tournament.aspx?IDTournament=h201901071716002713dffa27f43e347,"Manheim, PA","Jan 11 - Mar 8, 2019",
,CVSC 2019 Spring Schedule,Public/Results/Tournament.aspx?IDTournament=h20190325141530445dd289adb557343,"Dike, IA • Dysart, IA • Grundy Center, IA • Independence, IA • Janesville, IA • Jesup, IA • LaPorte City, IA • Parkersburg, IA • Reinbeck, IA • Traer, IA • Waterloo, IA","Apr 6 - May 30, 2019",
,Futsal Tournament Series - Spooky Nook,Public/Results/Tournament.aspx?IDTournament=h20181112185212222f5b0f8ffbeda45,"Manheim, PA","Feb 2, 2019",
,CISL Spring 2019,Public/Results/Tournament.aspx?IDTournament=h201903262151048812314320a41bb4e,"Ames, IA • Colo, IA • Gilbert, IA • Hubbard, IA • Iowa Falls, IA • Maxwell, IA • Nevada, IA • New Providence, IA • Slater, IA","Apr 6 - Jun 1, 2019",
,Adult League Session 2 Winter (COED),Public/Results/Tournament.aspx?IDTournament=h2018082216182115516bf33cb250743,,"Jan 9 - Mar 20, 2019",
,Adult League Session 3 Spring (COED),Public/Results/Tournament.aspx?IDTournament=h201808221647023510342cd5e964840,,"Apr 3 - May 29, 2019",
,ISL Rec NORTHEAST -- Spring 2019,Public/Results/Tournament.aspx?IDTournament=h2018121920225022575f7f9a5baa84f,"Clear Lake, IA • Decorah, IA • Denver, IA • Elgin, IA • Fredericksburg, IA • New Hampton, IA • Oelwein, IA • Postville, IA • Sumner, IA • Tripoli, IA • Waverly, IA • West Union, IA","Apr 6 - Jun 2, 2019",
,Nook 2019 Winter 2 Men's Soccer League,Public/Results/Tournament.aspx?IDTournament=h201901231958076034c413ddc350147,"Manheim, PA","Jan 31 - Apr 4, 2019",
,Academy Central -- Spring 2019,Public/Results/Tournament.aspx?IDTournament=h201812191745472924bd7bebcfd154b,"Altoona, IA • Ankeny, IA • Des Moines, IA • Grimes, IA • Indianola, IA • Johnston, IA • Norwalk, IA • Pleasant Hill, IA • Urbandale, IA • Waukee, IA • West Des Moines, IA","Apr 6 - Jun 2, 2019",
,ADC Spring COED,Public/Results/Tournament.aspx?IDTournament=h201903222209422984a3b09c7b06d4f,"Spanish Fork, UT","Mar 25 - Jun 3, 2019",
,Spring Sun Co-Ed Soccer,Public/Results/Tournament.aspx?IDTournament=h201901312153111133f701fce459d49,"Nashville, TN","Apr 7 - Jun 9, 2019",
,2018-19 Lanco Youth Indoor Soccer League,Public/Results/Tournament.aspx?IDTournament=h2018120120034407423f6feb3aec340,"East Petersburg, PA","Dec 7, 2018 - Mar 31, 2019",
,Futsal Tournament Series Final  - LVU,Public/Results/Tournament.aspx?IDTournament=h20180720170552085a7120c6171c94c,"Allentown, PA","Feb 10, 2019",
,Nook 2019 Spring Coed Soccer,Public/Results/Tournament.aspx?IDTournament=h20190326165343732071b182ee6d149,"Manheim, PA","Apr 2 - May 28, 2019",
,Central Iowa Coed Soccer League (CICS) Spring 2019,Public/Results/Tournament.aspx?IDTournament=h20190315014013347c8bb55fd335647,"Altoona, IA • Ames, IA • Ankeny, IA","Mar 30 - Jun 9, 2019",
,2019 ALITHSA CUP,Public/Results/Tournament.aspx?IDTournament=h201904251436389247386c0cce77a44,"LAKE IN THE HILLS, IL","May 4 - 5, 2019",
," ISL, Spring 2019 (11/12 East)",Public/Results/Tournament.aspx?IDTournament=h2018121915410611372f84dca39134b,"Bettendorf, IA • Iowa City, IA • Marion, IA • Waterloo, IA","Mar 30 - Jun 2, 2019",
,"San Antonio, TX (winter)",Public/Results/Tournament.aspx?IDTournament=h20181106194258550dd4bd12e27aa43,"San Antonio, TX","Feb 2, 2019",
,Lanco 2019 Winter 2 Women's 30+ Soccer,Public/Results/Tournament.aspx?IDTournament=h201901291655418324c6de55cd4ea47,"East Petersburg, PA","Feb 5 - Mar 26, 2019",
,Pinnacle Premier League,Public/Results/Tournament.aspx?IDTournament=h201808221609595797a841f55726548,,"Jan 4 - Apr 28, 2019",
,"Holiday, FL (West Pasco County)",Public/Results/Tournament.aspx?IDTournament=h201903071409497156aef3fee898f49,"Holiday, FL","Mar 31, 2019",
,Spring Wed Soccer,Public/Results/Tournament.aspx?IDTournament=h201901312123178586dfb9b024ad548,"Nashville, TN","Apr 3 - Jun 5, 2019",
,2019 ERFC Soccer Spring schedule,Public/Results/Tournament.aspx?IDTournament=h201902032035134685151532d6d5e49,"Chatanooga, TN • East Ridge, Tn • Ringgold, GA","Mar 9 - May 25, 2019",
,Spring Mon Soccer,Public/Results/Tournament.aspx?IDTournament=h20190131210757254c18acb1ed07940,"Nashville, TN","Apr 1 - Jun 3, 2019",
,"Tempe, AZ",Public/Results/Tournament.aspx?IDTournament=h2019022520070086066f1d109e4a74e,"Tempe, AZ","Apr 20, 2019",
,2019 Spring Nook Men's Soccer,Public/Results/Tournament.aspx?IDTournament=h20190404204113739c00643609b0642,"Manheim, PA","Apr 11 - Jun 6, 2019",
,2019 February Fireball,Public/Results/Tournament.aspx?IDTournament=h2019012420024916067a143cade534b,"Elizabeth, PA","Feb 9, 2019",
,2019 Spring Lanco Men's 30+ Soccer League,Public/Results/Tournament.aspx?IDTournament=h2019040415170599930506dbb85464a,"East Petersburg, PA","Apr 11 - May 30, 2019",
,2019 Shamrock Shootout,Public/Results/Tournament.aspx?IDTournament=h201903122036274492316ea65754248,"Elizabeth, PA","Mar 23, 2019",
,2018-19 Nook Youth Indoor Soccer League,Public/Results/Tournament.aspx?IDTournament=h201812271644381089dd18bf8b33340,"Manheim, PA","Jan 5 - Mar 10, 2019",
,"Austin, TX (Bastrop)",Public/Results/Tournament.aspx?IDTournament=h20190211160619070882ae5e700484b,"Bastrop, TX","Mar 16, 2019",
,"Miami, FL ",Public/Results/Tournament.aspx?IDTournament=h201902182126373561dfeb54e740b45,"Miami, FL","Apr 28, 2019",
,Presidents' Day Rush,Public/Results/Tournament.aspx?IDTournament=h2018022017371629009effda8e7d149,"Cincinnati, OH","Feb 18, 2019",
,Nook 2019 Winter 2 Coed Soccer League,Public/Results/Tournament.aspx?IDTournament=h20190122160617068ee7b182c107547,"Manheim, PA","Jan 29 - Mar 26, 2019",
,"Tampa Bay ""Rowdies""",Public/Results/Tournament.aspx?IDTournament=h20190206203735464d21cba11299c4b,"Clearwater, FL","Apr 27, 2019",
,Gatorade 5v5 - Boys West Regional,Public/Results/Tournament.aspx?IDTournament=h20190209034837701d02dfc3fb6ab4c,"San Monica, CA","Feb 9, 2019",
,2019 Winter Men's Over 40ish Soccer,Public/Results/Tournament.aspx?IDTournament=h201901021629167955364f1910f7640,"Manheim, PA","Jan 7 - Apr 1, 2019",
